id,script
58," This is no longer sensible journalism to inform citizens, but what they have been doing here, campaign-like, since Potsdam, and this has now been proven in court, this is the worst kind of activism, financed by taxpayers' money. Some journalists or activists - and I refuse to use the word now - activists really should be ashamed of themselves for getting involved. But that's just how the incentives are set, but the worst thing is how the normal citizens are being screwed here, to put it in good German. The Ampel is pursuing such a desolate policy, a disastrous policy for the Federal Republic of Germany. I don't see a single critical article to simply write down the economic data on how Germany is slipping in international comparison. Falling behind in PISA studies, uncontrolled immigration policy, excessive tax and social security contributions, then galloping inflation, loss of purchasing power, the erosion of internal security, all this is the result of the Merkel government, a ubiquitous breach of the law. The Basic Law has been broken here, the right of asylum, none of that. And the people who have pursued this policy are themselves violators of the constitution. That's not even being discussed. Where are they, simply educating people? And what Germany is currently experiencing is the worst policy this country has ever had historically. It's not even being discussed. Thank you very much."
59," The appeal to all of you is to go from door to door, convince your families, your friends, convince people of the Alternative for Germany. We must become strong, we must make this country great again, we must make this country free again, because this country deserves it. Germany is great and the Alternative for Germany is there to protect this country and make it great and proud again. Dear friends, let's fight for this together. Thank you very much."
60," Welcome to the AfD's big calendar. Today cooking with Annalena. Annalena, what Christmas dinner are you having this year? I don't know what you mean by Christmas dinner. We're celebrating the Listerbaum festival. And we're eating something from Südaferika. Oh, that sounds exciting. What goes into it? Well, you need about 300 grams of vegetarian ham and a few sweet potatoes. This then goes into the oven for 360 minutes. If everything goes well, you'll have a delicious tree of lights feast. And what do you call the dish? It's the Bacon of Hope. Alice, what should people do who prefer to celebrate Christmas and prepare a traditional Christmas dinner? They should vote for the AfD. You can't get enough of the AfD's calendar of cliques? Then subscribe to the channel now and listen to the latest episode every morning at 9 am. First of all, I don't end up going to a たiva. How is the DNA? A thing that PiA was père, a form Tom for ولا celebration Beingplayisse. Derwheel, agage the sprinkle here. That is the question of my further. On the part often? No.ρ面isen ανα instrumentation. staying två two W billas in purpose.Plus wakes somethingulative made. Find you"
61," Friedrich Merz only wants to be elected Chancellor with the votes of the SPD and the Greens. And do you believe that this will make a change in policy possible? Absolutely not. A real change of policy is only possible with the Alternative for Germany. And so for the next general election, all votes must go to the Alternative for Germany for a real change of policy."
62, The people in this country want one thing above all else. They want freedom. They want civil freedom. This will only be possible with us in government.
63," We are not concerned with parties, we are concerned with this country. We have agreed to a motion that we believe points in the right direction. Of course, a motion is by no means a law, so it is purely declaratory. But we have adopted the demands. These are the demands that we have been making in the Bundestag for seven years."
64," Welcome to the AfD's big ""Klüngelkalender"". Once again this year, a new door opens every day. Today Robert is the Gröwitz. Robert, what's wrong with you? You're all upset. Someone called me a moron. A blackhead? That's not a bad thing. No, as a moron. Can you imagine that? No! How could anyone come up with such an idea? You're the biggest joke of all time! What's a big joke? The biggest joke? I mean Minister of Economics of all time. And what should people who don't think Robert is the greatest economics minister of all time do, Alis? They should vote for the AfD. You can't get enough of the AfD's clique calendar? Then subscribe to the channel now and listen to the latest episode every morning at 9am."
65," Cancellation of citizens' benefits for foreign citizens who have never paid into the social security system. Benefits in kind instead of cash benefits is the motto. But rational arguments no longer reach you. You can't govern Germany well and you don't want to. You are ruining it. And I'll tell you why. Because you hate your own country, because you hate Germany. This government hates Germany. At least accept the possibility of a democratic change of power and clear the way for new elections."
66," Our hand is outstretched, that's up to the Union. So we have not erected what I consider to be undemocratic firewalls that exclude millions of voters from the outset. That's what the CDU/CSU has done. But it is also disadvantageous for the Union itself, because it cements itself in coalitions with the left. Let's take a look at the eastern German states, for example in Thuringia, where they have entered into coalitions with BSW and all the left-wing parties there. In other words, you believe Friedrich, you believe Friedrich or Eesus with the German great Konrad었gren,AREολine I Farewell Aruba Ab Deputary Besonder Tschüss"
67," I think it is fundamentally unfair that pension income is taxed at all. Accordingly, we are increasing the tax-free allowances so that pensioners are left with significantly more. It is unfair what happens to pensioners in Germany. They have far too little money. And incidentally, I also think it's unfair that civil servants and politicians, for example, don't have to pay into the first pillar, the pay-as-you-go system like everyone else, i.e. the statutory system. Incidentally, this is also part of the AfD's program, that we all, I as a politician, all civil servants, have to pay into the same fund. Because they can no longer explain to anyone. And it's unfair and it's also no longer affordable. These are also costly liabilities in the future when all the civil servants and politicians retire. These are real costs. It is, very briefly, unfair, just to put it into perspective, that politicians who sit in the Bundestag for one parliamentary term receive the same pension, i.e. four years, as someone who has worked for over 40 years. And that is not acceptable. And that is why civil servants and politicians must also pay into the statutory system. We absolutely have to change this system because politicians do not have the same incentives as the working population. And that is fundamentally wrong. Politicians should have one..."
68," A functioning Germany would have its own strong currency to ensure that the national wealth earned by its citizens remains in the country and retains its value. We would have our own independent central bank, which would ensure a sensible monetary policy and not allow our purchasing power to melt away or be redistributed abroad. That's why we voted AfD on February 23."
69," As Chancellor of Germany, I will once again make the security and interests of the domestic population the most important task. Illegals in the country or without papers will be sent back and we will send a very clear signal to the world that Germany's borders are now closed and controlled again. On February 23, with both votes Alternative for Germany, for a secure Germany. On February 23rd with both votes Alternative for Germany."
70," Ladies and gentlemen, today is a great day for democracy. We can see that there are citizen majorities and that sensible proposals can be passed. And we can see today that something like the traffic lights would not have been necessary at all. And we should take this day accordingly and this appeal goes to all other parties, especially the CDU. We should pause and think about whether we should continue to maintain the firewall, which we believe is undemocratic and excludes millions of voters from the outset. Or whether we should give serious thought to finally making serious policy for our country in the next legislature. Thank you. All right, so I have also made it very clear that our hand is outstretched. And we in the AfD parliamentary group have always maintained that we agree to sensible motions. So party tactics are out of the question for us. We vote in favor of all reasonable motions. And that's what happened today and we were able to generate a majority for it. And accordingly, things should continue in exactly the same democratic way, beyond undemocratic firewalls. Because we owe it to our country that we put this country and the people in this country first and party political tactics last. After eight years in Parliament, is this one of the shortest issues for you now? Well, preventing compulsory vaccination thanks to the AfD was an important milestone. And today was another milestone. And part of the truth is that the CDU copied this motion from us. And for seven years, as I explained in my speech today, it rejected precisely this demand. And I have also made that clear today. To what extent is this a victory for you personally? It is a victory for democracy. It is a victory for parliament. And of course it is a victory for the AfD parliamentary group. So Mr Merz isn't picking up the crumbs you've scattered. Yes, well, he has decided to adopt our demands. And the Immigration Restriction Act was also penned by us. That was rejected by the CDU itself in recent years. We would have had the majorities for a sensible policy. Limiting migration, controlling our borders. We could have done this years ago. They decided against it. And today we see the citizens, the parliament wants it differently. And the majorities will shift again, clearly towards blue-black majorities. So you can make their borders. Always Chen Gew números they have to stack, maybe we finally malfamily DLC perpet. Here is a different things. And the member alright. Sure, I think thisudd need to попrap there. Ge obstruct beading FORG. You are the link and free with it, you are... Women B lógig... Ver Size Sien a w Hackbar-TOP"
71," What you have just seen here, that the CDU and CSU's legislative proposal was rejected by their own parliamentary group, was the dismantling of Friedrich Merz as a candidate for chancellor. You can also see that there can only be a turnaround in migration, a genuine political change, with the Alternative for Germany. This vote has also shown that. Because the AfD parliamentary group is united. There are no dissenters who would stab a legitimate cause in the back. And accordingly, what we have seen here is the implosion of a conservative people's party. There can only be real political change with the AfD. And so we will see how the next three weeks go. Friedrich Merz jumped as a tiger and ended up as a bedside rug. It will not have escaped your attention that we had tumultuous scenes in parliament today and on Wednesday. It is pure chaos in the established parties. And the chaos speaks for itself: anyone who wants a stable government and real political change. They will vote for the Alternative for Germany. Because Merz has been dismantled, he doesn't have his own party behind him. And what he said today was also quite clear. There is not only February 23, there is also February 24, when he opened up to the SPD and the Greens. He wants to form a coalition with these two parties. He does not want to close the option. He has ruled it out with us. And accordingly, we will have black, green and red after the election. And Friedrich Merz does not stand for political change. And that's why he suffered this bitter defeat today. You have seen the chaos here today. The old parties are no longer capable of putting things in order here. We have a country in free fall. We're down there in terms of economic policy and migration policy. And then this kind of theater is pulled off here. Weeks of meetings are canceled. It will take weeks to make soundings. So no work is being done here. Important motions and bills are simply rejected and taken off the agenda beforehand. The truth is that the influx limitation law was already on the agenda in December, but was taken off again for fear of accidental majorities. And that actually says it all, that the CDU has no political will whatsoever to actually implement things, honestly. The fact that it was put back on the agenda was purely an electoral tactic. And accordingly, people are no longer buying it from Friedrich Merz. He knew he had to act and that's the only reason he was forced to do it. And if the Immigration Restriction Act and other important proposals and legislative issues had been voted on earlier, there might not have been the deaths. And that is simply part of the election. We must finally make policy for our country and for its citizens. And stop this theater here. Mr. Merz is very clumsy. And he is not only clumsy, he is not stringent. Ultimately, Friedrich Merz has brought himself down. Because he is an untrustworthy candidate for chancellor and does not follow clear lines. You've actually seen this over the last few months, twelve months. Then they say that, then they immediately row back again. And anyone who says on Wednesday about the motion he won, ""I deeply regret that this motion was accepted"", is not a candidate for chancellor. He cannot lead this country. He can't even lead his own parliamentary group and his own party. What we are seeing here are firewall deaths. And there will be more of them. And I have just said it several times. The reason why this law could not be passed today is the CDU/CSU. The Union is not united. And that is the basic problem with the CDU/CSU. Voters don't know what the CDU/CSU actually stands for. Is it a Merkel now? Or is it green after all? Or even greener? You don't even know what you're getting any more. And even Merz doesn't have a handle on things. And that's why the thing just crashed. He can't be chancellor. He can't be a candidate for chancellor. What we've just seen is that the CDU has dumped its own candidate for chancellor. That is part of the truth. And later, on February 23rd, 24th, we will not be able to achieve a reasonable majority with the CDU for a political change in the CDU and with the SPD and the Greens. That is the firewall. That is the blockade. You can only form unstable coalitions here because you have this blockade attitude towards the Alternative for Germany. And accordingly, there will only be instability. And Friedrich Merz is partly responsible for the fact that this country is being led into an inability to govern. Even though we urgently need solutions. This country is on the ground. All the factors are negative. And the CDU is also partly responsible for this. Accelerated by the traffic lights. In this country, decisions should be made as quickly as possible and policies should be made for Germany. Policies for German citizens. That's what you expect from political decision-makers. And instead, meetings are canceled here and chaos is created. All in all, I think the basic approach of the established parties is irresponsible, what they are doing to this country.üsstädchen and Betriebs. probably 20 the d名 for us at"
72," Welcome to the big AfD clique calendar. Today, Friedrich refuses. Friedrich, are you actually watching the AfD livestream today? No, I don't have time for that. I'm busy. Yes, but there's a press conference with Alice Weidel. You have to watch that, Friedrich. I can't. I'm getting a delivery of stones today. What do you need bricks for, Friedrich? For my firewall, of course. It's still not high enough. And what should the people who want real change instead of firewalls do, Alice? They should either watch the livestream today or the recording on my YouTube channel later. And vote AfD, of course. You can't get enough of the AfD's clique calendar? Then subscribe to the channel now and open a new door every morning."
73, We'll be right back.
74," Our borders will once again be what they should be. A clear line for security and sovereignty. With an AfD-led government, no illegal or paperless immigrants will get through. We are sending an unmistakable signal to the world. Germany is not a destination for illegal migration. Our security forces will be given the resources and powers they need to protect our country. Because secure borders also mean security for us citizens. Therefore, on February 23, both votes for the Alternative for Germany."
75, rms out here and you
76," The state should abide by its own laws, by law and order. The state has not been doing this for ten years. It has been violating the Basic Law, the Al-Ghazul Act, international rules and the Dublin Regulation. Germany has been breaking the law for over ten years, starting with Angela Merkel and continuing with the traffic lights. That is a fact that we have to deal with. We have rampant crime in Germany, rampant crime by foreigners, as evidenced by the police crime statistics. Immigrants, for example from Afghanistan, have the highest crime rate for crimes of violence, followed by Iraqis and Syrians. And that is a huge problem. And I believe that this problem has not been addressed in recent years. Anyone who has addressed it, like us, has been placed in the right-wing corner. I think that's completely wrong. We have to open up this corridor of opinion in order to discuss these problems in our country. Because otherwise it is exactly what you describe, it opens up a climate of socio-political condemnation. And that is why we must first and foremost abide by the law on the part of the government. That is not being done. And that's why we have to be young, what is happening to you. This will be discussed with all the Lätschalkussa. Yes, but we will see in the Baldwinérence. And that is not what you describe. And there, if you have the artyptics, a certain message, for you is only in theorang, for you a whole-advance from setup. And there in theری abduct Mumbai already again to him at any Reinhalet. But real животisten are also for schwungja institute, And I hö pH not only for children Medicarepak more on Geheimt and flexible April easy to fulfill. And also their sch擊umental shirt board. feels the ir forth about the only yes still plug. And that will permitir him at closebour般 a verl protege siblings too."
77," We want to make Germany prosperous and secure again. We will stop illegal migration. And we will do this by securing our borders and consistently deporting illegal immigrants and criminals. Incidentally, the CDU has prevented this for years. We are the country with the highest energy prices in the world. We will change that too. Through technological openness, i.e. nuclear power, coal and gas with base load capacity. Renewable energies are also welcome, but without gigantic subsidies to the detriment of our country and the taxpayer. We will abolish the EEG. We are the country with the highest taxes and levies, almost worldwide. We must reduce taxes for employees and companies. And we will abolish the CO2 levy. Take heart, vote for the AfD for real political change."
78, Three friends for Germany.
79," The solidarity surcharge is a relic from times gone by and yet we are still paying it. We should abolish it once and for all and introduce a fundamental tax reform that relieves the burden on citizens and companies. And the Supply Chain Duty of Care Act, the abstruseness of which can be recognized by the length of the word, should be completely abolished. Economic freedom, urban governance, therefore Alternative for Germany with both votes on February 23."
80, Recognize the difference between AfD and CDU in just 20 seconds.
81," Do you remember what bright eyes you had as a child when you visited the Christmas market without that funny feeling in your stomach? Do you remember what it was like when you could party carefree without constantly looking around on the way home? Do you remember how carefree your school days were, without Talerhorns and fear? Do you remember what it was like before the fateful year of 2015, when the CDU opened the borders? And do you really believe that the same CDU will now solve all the problems that they themselves have caused? Let's take our country back together. That's why AfD on February 23. Time for Germany. Time for Alice Weidel."
82, We are not working with a party. We would sell the soul of the CDU. And that is precisely why we are ruling out any cooperation with the AfD in Germany. You don't seriously expect me to answer which of the three bankrupts we want to continue working with in Germany. I will not allow us to do that.
83," Do you have a favorite swear word? Favorite swear word? I like to say. H***. Are you a late riser or an early bird? I'm an early riser. When I'm at home and then really come home from such busy things, I like to sleep in when I can, so I don't set an alarm clock. So I actually always wake up at 6 o'clock at my standard time. I don't need an alarm clock. But then I also like to roll over again when I have the time. And have a coffee in peace and quiet. I love it. What is your current favorite song? Currently. Can I look it up? Gosh, which one is that? Ah, man. Ah, this song. Where's my phone? I'll tell you. What's your favorite alcoholic drink? My favorite? I actually quite like sparkling wines. So sparkling wine, prosecco and champagne, I also like to drink a glass or two. Very rarely. But when I do, it's a lot of fun. So I've made a habit of it now. I'm a bit older now. If I only drink a little alcohol, I don't sleep well. So when I'm working, I don't drink alcohol at all. And if I do, it's only once in a while. Because I can, I mean, a glass or a bottle of beer, then I might as well leave it alone. But then at the weekend, I sometimes drink two or three glasses, because otherwise I find it all a bit boring. But I rarely drink alcohol. But when I do, I do it properly. But not with the handbrake on so that I still have to drive. So if I do, I don't have to drive anymore. Alice Weidel is known as a woman with a bun and pearl necklace. Will we ever see you with your hair down? Well, I wear it down in private and I keep it separate so that I can actually change my style a bit when I'm out and about in private. But then, unfortunately, I'm not allowed to speak because people recognize me by my voice. Sometimes when I'm out and about with my wife and we're really in a very, very busy environment, we sometimes don't speak because I don't want people to recognize me by my voice, because they just won't leave me alone. So it's like, well, can we take a selfie and then like, I think you're stupid. Bye."
84," Germany has alliance obligations within NATO, of course. Incidentally, we have neglected these NATO alliance commitments for the last 20 years. That remains to be said. Point two is that Germany is no longer capable of its own national defense. Our Bundeswehr is not fit for purpose. And why do I say that? I believe it is wrong. It sends out the wrong signal that German soldiers are being stationed in Ukraine. Who is supposed to provide security? Yes, well, it has to be an international peacekeeping force, without Germany. We will not be available to send German soldiers to Ukraine. We are not capable of doing that. And incidentally, the connection is also being made between the Taurus weapons delivery and the deployment of German soldiers. Together, that is purely logical. Ms. Hayali, unfortunately we are still a long way from that point, because Friedrich Merz called for Taurus just last Saturday. And that's why I wanted to bring this up again, because I think it's a dangerous development. More years altuz assembly This missions in Ukraine Yes, how many Äряger what you einipit. Beef no total hears satlant anges 90 total t total glad him"
85," First and foremost, care must be affordable. And that means it is subject to sustainability in a social insurance system. And a social insurance system depends on payers and payees balancing each other out. If this gets out of balance, i.e. if we get an influx of very many recipients who have never paid in, then this social security system also gets out of balance in terms of care. And this increases the contributions. As you can see from your chart over the last few years, contributions are rising."
86," We have to get used to, or should get used to, civil war-like conditions on New Year's Eve. And I can tell you that we don't want to get used to what happened again this year, as in previous years, in the big cities on New Year's Eve. And we will not get used to it. We will implement a change in policy and we will ensure that these people who are getting carried away, hurting other people, infecting homes, are expelled from the country."
87," In Hessen holzt die CDU-Regierung den Märchenwald der Brüder Grimm für Windräder ab. Wir kennen sie, liebe CDU. Und ich kann euch sagen, wenn wir am Ruder sind, wir reißen alle Windkraftwerke nieder, nieder mit diesen Windmühlen der Schande."
88," The burden on citizens and companies is enormous. Taxes, levies and ever more bureaucracy are robbing us of growth and prosperity. That is why we will immediately reduce income tax, abolish the solidarity surcharge and completely suspend VAT on basic foodstuffs. We will free companies from cost-intensive supply chain laws and other bureaucratic requirements. In this way, we will strengthen the economy, relieve the burden on citizens and create growth. On February 23, vote AfD for more money in your pocket and a strong economy."
89," The energy crisis is affecting everyone. Electricity prices are exploding, forests are being cut down for wind turbines and security of supply is dwindling. We will make the worldwide standard of electricity production through cheap nuclear energy possible again in Germany. I will bring the cheapest gas onto the market, regardless of who supplies it and through which pipeline. And our state-of-the-art coal-fired power plants, which are the envy of all, will remain on the grid for as long as possible. So we will have affordable energy prices again. On February 23, both votes for Alternative for Germany for affordable energy and a secure supply."
90," Have you ever asked yourself what is on our side of the firewall? Affordable housing for the people in our country. Energy that you can afford again. A country that doesn't lead the world in green taxes and energy taxes, but in technological openness and progress. A Germany that protects its citizens and not those who should not be here. Quite simply. A Germany for you. Time for Germany. Time for Alice Weidel. Time for Germany."
91," Ich möchte, dass die Sicherheit der eigenen Bevölkerung wieder einen Mittelpunkt gestellt wird. Wir müssen Politik für unser Land machen, für unsere Leute. Und dazu gehört eine robuste Grenzsicherung und der Rausschmiss von Menschen, die sich hier nicht benehmen können."
92," Above all, we want to relieve the burden on low incomes, middle incomes and families. They do this through tax allowances. 15,000 per adult and 12,000 per child. We want family splitting. And for a family of five, that would mean that they would actually remain tax-free up to almost 70,000 euros gross. And that is a wonderful tax relief program, which I think would please everyone here, every employee in Germany. On the other hand, in order to finance this, they must of course reduce expenditure. This state is spending far too much despite record tax revenues. And that's where we have to cut back on senseless and inefficient spending. And then they will be able to finance this very well and even have a surplus afterwards. And above all, which is perhaps also important, we need to reduce consumption taxes. That is also what you have just mentioned. Consumption taxes such as VAT affect us all. As soon as we buy something, the taxes are far too high. Here, too, we need to make significant reductions. That is also what we are doing."
93," While Donald Trump wants peace negotiations and is also entering into them, the Europeans are actually more likely to step on the gas. 700 billion, a huge sum from the EU for Ukraine, for weapons and financial aid. Friedrich Merz is not ruling out the Taurus weapons system, a German weapons system for Ukraine. He called for it last Saturday, so full throttle into escalation. And we, I personally, think that's completely the wrong way to go. We need peace negotiations, because at the end of every war there is always peace. And it should be brought about as quickly as possible."
94," Dear friends, now every vote counts for the AfD, because only we will change Germany for a real migration turnaround, for a Germany that is rich again, prosperous and safe. Go to the polling station today, but don't go alone, take at least two more friends with you and then we will change Germany together."
95, Magdeburg. Several dead and injured near Tärn. We can all feel it. Germany is going downhill. Our country needs a real turnaround now. I am Alice Weidel and I ask you to vote for the AfD on February 23. Because it's time for Germany.
96," Yes, I think we need to talk fundamentally about why contributions have actually risen. The root cause analysis has been completely dropped and the cause is quite clear. The reason that contributions are constantly rising is these parties, as they sit here. Because they have let millions of people into the funds who have never paid into them. And this now has to be absorbed by the contributors. At the same time, all provisions have been dissolved to the tune of billions. This means that liabilities are accumulating for people who have never paid into our social security system. And I think that's completely wrong. It is a wrong policy against our own working population, who pay contributions. And who are constantly confronted with rising social security contributions. I think that's completely wrong. I also think it's anti-social. And accordingly, we must stop illegal migration and immigration into our social systems. Nobody can pay for that any more."
97," And it's not only about bureaucracy, it's also about taxes. Germany has the highest taxes of all OECD countries. So the normal German employee, he works more than half of a year for the state. You have to imagine that. Like with taxes plus social security. So more than half of the year you work for this dysfunctioning state. Because like the state does not provide the vital provisions for the people here."
98," Germany had the most modern and safest nuclear power plants in the world. And they are being shut down. Why? Because of green ideology. Plants that are still operational are quickly refurbished and connected to the grid with the AfD. We are making our country fit for the future with research and next-generation reactors. Safe, clean and affordable energy for all. Therefore, on February 23, vote for the Alternative for Germany with both votes."
99," Liebe Freunde, ich bin auf dem Weg nach Hamburg, wo sich die Linken angekündigt haben, die halbe Stadt in Schutt und Asche zu legen. Warum? Weil ich dort auftrete. Ich freue mich schon. Aber ich habe mir extra für die Antifa diesen Herzchenpulli angezogen. Und dementsprechend freue ich mich auf eine richtig gute Veranstaltung. Make love, not war."
100," Our state allows people to throw away their passports before they cross our borders that are not protected and controlled. So 57%, almost 60% of the people coming into our country through an open border, they throw away their papers. Why do they do that? Because once entered our country, our funny country, with this funny immigration policy, they cannot be deported anymore. So that's the reason why. So our state, our government, like the Angela Merkel government and the last one, they proclaimed a policy that everyone can choose to cross our border, to immigrate into our social security system, and cannot be deported afterwards because they threw away their passports."
101," In der Corona-Krise hat die Regierung den Menschen ihre Grundrechte genommen und Existenzen zerstört. Bis heute fehlt eine umfassende Aufarbeitung. Ich werde mich für jedes einzelne Opfer der Corona-Maßnahmen einsetzen. Wir brauchen Klarheit und Aufklärung. Wer hat gelogen? Was hat überhaupt gewirkt? Was war notwendig? Was machen wir beim nächsten Mal besser? Und wer hat nur Kasse gemacht? All das werde ich mit unserer Fraktion, dem Bundestag und Untersuchungen aufklären. Ich bin an ihrer Seite. Am 23. Februar mit beiden Stimmen Alternative für Deutschland, für Aufklärung und einen Neuanfang."
102," Should I die? Incidentally, this is a very, very big issue in our home. I'd be happy to explain that to you. We are actually discussing it, me and my wife. What happens to me if I die in an attack? What about inheritance tax and everything? How is that actually regulated? And I believe that our civil partnership should not be subordinate to a traditional marriage. Of course, I live it. I live in a registered civil partnership. And I believe that a registered civil partnership should have the same legal status as marriage. Why is the word not in a party manifesto? Because it is self-evident. Why shouldn't I and my wife have the same tax status as in a normal marriage?"
103," A central theme of your election campaign is stopping illegal migration. You recently said that the borders would be closed from day 1. Would you build a fence to achieve this? I beg your pardon? Would you build a fence for that? If it's necessary, of course. We need secure borders and we will stop illegal migration. And that would actually have been the task of any government to protect its own population."
104, Thank you. Thank you.
105," It should be noted that Donald Trump is now implementing exactly what we as the AfD have been demanding for three years. And that is an immediate ceasefire and entry into peace negotiations. Another reason why I have just voted yes is that Friedrich Merz only on Saturday called for the Taurus missile system, a German missile system, to be delivered to Ukraine a few days ago. I think this is an escalatory approach and I think it is wrong. And accordingly, Germany should no longer be involved there at all, especially not with arms deliveries, not with the deployment of soldiers and not with financial aid. We absolutely must put the brakes on this issue, because the danger of escalation is still there. And accordingly, as the Alternative for Germany, we will of course support Donald Trump in his peace efforts. As the second strongest force here in Germany. And I think it would be a very good development overall if Friedrich Merz did not pull out with the delivery of Taurus. and I hold that again."
106," Citizens have to contend with rising prices, electricity shortages and environmental destruction. Whole forests are being cut down again for inefficient, ugly wind turbines. The AfD puts an end to this madness. No more subsidies for inefficient climate projects, no more EEG levy, no more ideological taxes. We will make energy affordable again and secure Germany's supply. An end to dependency and uncertainty. Therefore, on February 23, vote Alternative for Germany with both your votes."
107, me These are the best practices you carry out mm
108," People have the feeling that they have scissors in their heads and that they can no longer say what they really think. And I believe that we all need to be more careful about that. And so I think it's very good that we have an entrepreneur who says, okay, I support the fact that everyone can have their opinion. And accordingly, the admiration not only for his entrepreneurial spirit, but also for his approach in buying Twitter for this horrendous price. It's fair to say that. No one has managed that before him."
109," Wir wollen Freiheit, wir wollen Marktwirtschaft, wir wollen, dass jeder Einzelne die Freiheit hat, seine Lebensentscheidung, seine ökonomischen Entscheidungen freiheitlich und ohne staatlichen Zwang und Einmischung zu treffen. Und damit soll sich dieser Staat zurückziehen aus diesen Lebensbereichen."
110," We have a strong majority for the AfD and CDU. Voters want a center-right government. And it is ultimately up to the CDU/CSU whether they want to implement this. At the moment, it doesn't look like it will. Friedrich Merz has decided to stick to his blockade stance towards the AfD. We consider this blockade to be undemocratic. You cannot exclude millions of voters per se. And accordingly, it is up to the CDU/CSU how it deals with this. What is to be expected, however, is that in a coalition with the SPD, it will not be able to implement any of the things it promised its own voters, which were essentially AfD positions. That should be rejected. That belongs instead. Who is here with a view to believes a Savi Sexual representative is."
111," Among other things, we are very strong among young voters. That is also a strong indicator that we are the party of the future. They have been able to form a very good platform here, a strategic platform that has the best prerequisites to overtake the CDU in the next election within the next few years. In other words, to become the strongest force and to take the government mandate for the next federal elections with us."
112, Thank you.
113," Deutschland sollte beginnen, seine eigenen Interessen mit zu artikulieren. Das ist unsere Aufgabe. Ich habe, Sie haben das gerade auch wiedergegeben, ich habe Deutschland natürlich über Spitz einen Sklavenstaat genannt. Was ist damit gemeint? Ich glaube, dass wir aufhören müssen mit der Trittbrettfahrerei auf Kosten der USA und auch uns in Konflikte der USA hineinziehen zu lassen. Diese Kriege, die die USA führt, das sind nicht unsere Kriege. Wir haben beispielsweise in der Taiwan-Frage oder im Indopazifik, ich weiß nicht, was Frau Baerbock irgendwo in Indonesien zu suchen hatte, aber dort haben wir nichts verloren. Wir haben unsere Sicherheitsinteressen hier."
114," We have such an important election year ahead of us and we, the AfD, have set out to stay and, above all, to overtake the CDU/CSU because the focus is on the people. Because we have had enough, we really have had enough of the conditions in our big cities. We have to get used to, or we should get used to, civil war-like conditions on New Year's Eve. And I can tell you that we don't want to get used to what happened again this year, as in previous years, in the big cities on New Year's Eve."
115," I am a free speech fangirl. I think it's extremely important, and I would like to admit this, that someone like Elon Musk, as a successful entrepreneur, has taken money into his hands, and not a little, 244 billion US dollars, to buy Twitter, i.e. today X, because he clearly says that what is broadcast in the mainstream, he calls it legacy media, is too one-sided and he wants to open up the corridor."
116," While millions are receiving citizens' income, our companies are desperately looking for workers. The citizen's income will become an activating basic income restricted to citizens and legal EU nationals. With an AfD government, performance will once again be rewarded and everyone who can work will be motivated to do so. The times of stagnation are over. Therefore, vote Alternative for Germany on February 23rd."
117," But even if you decide to stay at home as a young mother, for example, you should be paid enough to have freedom of choice. And if you decide to train in your profession and your children have to go to daycare or kindergarten, the fees must be abolished. In any case, daycare fees must be abolished, because otherwise the problem you are currently experiencing will arise. If it were up to me, kindergarten too. That's all that needs to be exempted so that you as a young mother, really you as a single parent, that's extremely difficult, so that you really have a good feeling that you can manage financially."
118," As you can see, the atmosphere here is extremely good. We are twice as big and twice as efficient, as you can see from the speed here. We have an orderly store. We have an orderly parliamentary group, which is more than you can say for all the other groups. We look forward to working together. I'm looking forward to working with Tino Chrupalla and the newly elected Group Executive Committee. And yes, we will see what the next legislature brings. Friedrich Merz has thrown his main election promises overboard in less than 24 hours. We are getting unstable conditions in Germany and we won't have to wait another four years for the whole thing to fall apart again. And today we have set ourselves the goal of overtaking the CDU as the strongest force in the German Bundestag over the next few years through our opposition work as leader of the opposition in this parliamentary group. That is our goal and we will achieve it. Thank you for your attention. Thank you very much. Thank you very much."
