id,script
26," Es wäre ein Land, in dem die Freiheit der Bürger nicht nur Lippenbekenntnis ist, sondern im Zentrum der Rechts- und Werteordnung steht. Frau Präsidentin, diese Zwischenrufe. Also das können Sie Ihrer eigenen Fraktion ja auch mal sagen, die permanenten Fraktionen. Ihr Job, Frau Präsidentin, ist eine neutrale Präsidiumsleitung. Und dieses Geifern geht wirklich auf den Sender. Es ist wirklich mühsam. Und diese Leute haben hier im Bundestag nichts verloren. Sie haben alle noch nie in ihrem Leben gearbeitet. Noch nie in ihrem Leben haben sie hier gearbeitet. Das machen Sie hier. Wir wollen ein Land, in dem Grundrechte, Abwehrrechte des einzelnen Gegens, das geht genau wieder so weiter. Gehen Sie arbeiten. Dazu haben Sie ab übernächster Woche, haben Sie dann die Gelegenheit, wenn Sie weiter dezimiert sind. Gehen Sie arbeiten. Suchen Sie sich einen Job. Vielen Dank. Vielen Dank. Vielen Dank. Vielen Dank."
27," Für mich ist im Übrigen Angela Merkel die erste grüne Kanzlerin, die unser Land hatte. Ich möchte das Gegenteil. Ich möchte Freiheit haben. Ich möchte ein freiheitliches, reiches Deutschland, ein wohlständiges Deutschland, ein souveränes Land, das in guten Beziehungen mit den Nachbarn steht und in guten Beziehungen zu Osten best. Das ist unsere vornehmste Aufgabe. Und dazu gehört unser eigenes Land als größtes Land in Europa in der Mitte, wieder vom Kopf, auf die Füße zu stellen und in Ordnung zu bringen."
28," Bearbeitet ist der Dumme und legt nicht mehr für sich und die Seinen den Rücken krumm, sondern für Abkassierer aus aller Welt. 62 Prozent der Familien im Bürgergeldbezug haben keinen deutschen Pass. Ihr Bürgergeld ist ein Etikettenschwindel. Es ist ein Migrantengeld, ein Einwanderungsmagnet."
29," Grün-Rot ist gescheitert. Die Bürger haben genug von der ideologischen Transformation von links-grünen Sektierern, die sie hier in der Regierung gesessen haben. Aber auch Sie, Herr Merz, Sie sind bereits gescheitert, denn das, was Sie betreiben, ist Wähler-Täuschung. Sie werden nichts von Ihren Versprechungen umsetzen können mit Grün-Rot. Das gehört zur Wahrheit mit dazu."
30," Nach der Schocknachricht für unsere Wirtschaft, die Schocknachricht von Friedrich Merz gestern Abend. Wissen Sie, wer das macht, ist doch eine zweitrangige Frage. Entscheidend ist, was wir in einem möglichen Koalitionsvertrag aufschreiben. Und da brauchen wir gerade in der Wirtschaftspolitik einen Politikwechsel in Deutschland. Mit Habeck oder ohne Habeck. Das muss Habeck entscheiden, wenn er noch dabei ist. Er kann sich Robert Habeck, unseren Deindustrialisierungsminister, als Wirtschaftsminister in seiner Koalition nächstes Jahr vorstellen. Und damit wissen wir ganz klar, wer Friedrich Merz und seine CDU wählt, der wählt ein Weiter-so mit Schwarz-Grün."
31," Wiederaktivierung der Kernkraft. Wiedereinführung der Kohlekraft. CO2-Steuer abschaffen. Solidaritätszuschlag abschaffen. Die Arbeitnehmer und die Unternehmen entlassen. Steuern und Abgaben runter. Energiebesteuerung runter. All das müsste getan werden. Gehen wir weiter zur Migrationskrise. Die Grenzen müssen zugemacht werden. Sie müssen kontrolliert werden. Wo bleibt das? Wir wären bereit. Aber hier wird nur der Stillstand proklamiert und die Sitzung ausgesetzt. Wie sollen wir denn hier weitermachen laut CDU? Sollen wir hier die Sitzung aussetzen, den parlamentarischen Betrieb, drei Monate lang bis zur Neuwahl? Das ist nicht unser Ansatz. Das ist nicht der Anspruch der Alternative für Deutschland. Wir haben die Mehrheit für diese vernünftigen Anträge, die im Übrigen die CDU bei der AfD abschreibt und offensichtlich niemals umsetzen will. Und darum heißt es, jede Stimme für die Alternative für Deutschland. Wir müssen die AfD stark machen für bürgerliche Mehrheit im deutschen Parlament. Wir müssen weg von dem Stillstand kommen. Wir müssen hin zu einer bürgerlichen, vernünftigen Politik. Und dafür stehen wir bereit. язы abnormale Klstoffe Und das, auf einmal spier... Hier haben wir uns auf die Unde hier. Das geht es um äbterlich zu halten. Wir müssen hier auch um dasyy Launch position. Und dafür, dass du machen quarters für Deutschland countdown geht. Wo haben wir damit auch in dieser Minute 같은mal mit Florengator schlägt Man kann übernehmen hier zu Banco pro auf. Es geht um und bes cieläcke."
32," Menschen haben das Gefühl, dass sie Scheren im Kopf haben und dass sie nicht mehr das sagen können, was sie wirklich denken. Und Deutschland sollte beginnen, seine eigenen Interessen mit zu artikulieren. Das ist unsere Aufgabe. Ich weiß nicht, was Frau Baerbock irgendwo in Indonesien zu suchen hatte, aber dort haben wir nichts verloren. Wir haben unsere Sicherheitsinteressen hier. Die CDU macht momentan Wahlkampf mit AfD-Positionen. Wie werden die Wähler, um es einfach mal knallhart zu sagen, sie werden knallhart angelogen von Seiten der CDU? Nein, ich bin absolut gegen eine Erbschaftsbesteuerung. Wenn der Staat mit unserem Geld, der Steuerzahler nicht umgehen kann, der im Übrigen Rekordsteuereinnahmen bereits hat, wenn er damit nicht umgehen kann, dann soll er bitte nicht noch irgendwelche Steuersätze erfinden, wie er es jetzt sowieso schon macht, über CO2-Abgabe, dann kommt hier noch was drauf, dann soll der noch den Gürtel enger schnallen. Und was bietet dieser Staat der eigenen Bevölkerung? Er bietet der eigenen Bevölkerung eine erodierende innere Sicherheit, ungeschützte Grenzen, eine verfallene Infrastruktur etc. pp. und die weltweit höchsten Energiepreise."
33," Deutschland wird als attraktiver Wirtschaftsstandort bald Geschichte sein, wenn wir die Zukunftsfähigkeit unseres Landes nicht wiederherstellen. Und darüber haben wir als AfD eine ganz klare Vorstellung. Wir haben eine ganz klare Vorstellung davon, was wir in den ersten 100 Tagen in der Regierung tun werden. Wir werden alle Weichen auf Freiheit stellen und die Bürger und Unternehmen entlasten. Das ist unser Credo. Wir wollen Freiheit. Wir wollen die Einkommenssteuer senken. Wir wollen das Familiensplitting. Wir wollen vor allen Dingen die Familien, die nachfolgenden Generationen entlasten."
34," Die Bürger haben mit steigenden Preisen, Stromlücken und Umweltzerstörungen zu kämpfen. Wieder Abholzung ganzer Wälder für ineffiziente, hässliche Windräder. Die AfD beendet diesen Wahnsinn. Keine Subventionen mehr für ineffiziente Klimaprojekte, keine EEG-Umlage, keine ideologischen Abgaben. Wir machen Energie wieder bezahlbar und sichern Deutschlands Versorgung. Schluss mit Abhängigkeit und Unsicherheit. Deshalb am 23. Februar mit beiden Stimmen Alternative für Deutschland."
35," Deutsche Raketen in der Ukraine, die Moskau erreichen können und die Entsendung deutscher Soldaten zur Bedienung mit einschließen, machen Deutschland zur direkten Kriegspartei und zur Zielscheibe eines drohenden Atomkrieges. Frau Baerbock fantasiert vom Einsatz deutscher Truppen in der Ukraine, während Herr Merz mit der Lieferung von Taurus-Marschflugkörpern einen Dritten Weltkrieg riskieren will."
36," Freibäder endlich sicher machen! Am 9.6. AfD-Bähen, Blaustadt-Bund."
37," Es sind katastrophale Zustände und in unserem Wahlprogramm, auch in unserem Grundsatzprogramm steht die Vereinbarkeit bei Frauen von Beruf und Privatleben, Familie an erster Stelle. Was wir ganz klar sagen ist, und dann hätten wir nämlich das Problem, das Sie gerade beschrieben haben, überhaupt nicht. Erstmal müssen Kita-Gebühren vom Staat getragen werden. So, der Staat hat offensichtlich genug Geld, dann muss er eben mehr in die Hand nehmen, wenn wir zu wenig Kita-Plätze haben. Da fängt es an. Wenn wir zu wenig Fachpersonal haben, das was Sie auch gerade beschrieben haben, Sie müssen einspringen, dann muss man diese Fachkräfte und Pädagogen deutlich besser bezahlen."
38," Sie verhindern nun mal den politischen Wandel. Sie sind für einen weiter so. Und das gehört zur Wahrheit mit dazu. Sie haben erst die linken Partei zerlegt. Jetzt kratzen Sie an der 5-Prozent-Hürde. Vielleicht bereuen Sie das auch schon, dass Sie beide rausfliegen. Ich glaube, es war ein strategischer Fehler, weil Sie nicht für den politischen Wandel stehen. Und das kommt jetzt raus. Und darum stürzen Sie auch ab."
39," Freunde, ich wiederhole es nochmal, wir wollen, dass sich endlich etwas ändert in unserem Land und dass wir endlich wieder in Sicherheit leben können, dass wir nie wieder mit einer Mutter trauern müssen, die auf so eine sinnlose und brutale Weise ihren Sohn verloren hat. Amen."
40," Ich kann eins versprechen, was wir als AfD nicht zulassen werden, dass solche Leute weiter in den Ämtern sitzen. So sieht es aus. Eine Schande ist das. Deshalb am 23. Februar AfD."
41," Rundfunkgebühren würden abgeschafft. Steuergelder würden in diesem Land sparsam erhoben. Eine gute Regierung achtet, was die Bürger sich in harter Arbeit sauer verdient haben, und beansprucht davon nicht mehr, als für die Erfüllung ihrer wenigen Kernaufgaben unbedingt erforderlich ist. Eine gute Regierung respektiert das Eigentum der Bürger und vergreift sich nicht mit Vermögens-, Erbschafts- und überzogenen Einkommens-, Unternehmens- und Konsumsteuern daran. Ein gut regierter Staat bevormundet und gängelt seine Bürger nicht. Er verteilt ihr Geld nicht in alle Welt und auch nicht an ideologische Lobbygruppen und Günstlinge, um sich ihre Gefolgschaft zu erkaufen."
42," Der mutige Polizist Ruben L. hat sein Leben verloren beim Versuch, Bürger zu schützen, die ihr Grundrecht auf freie Meinungsäußerung ausüben wollten. Den Angehörigen von Ruben L. gilt in dieser schweren Stunde unser aufrichtiges Beileid. Wir wünschen Ihnen viel Kraft und Herrn Stürzenberger und den anderen Opfern des brutalen Messerangriffs in Mannheim schnelle Genesung. Die AfD-Fraktion hat bei der Bundespräsidentin eine Schweigeminute für den getöteten Polizisten beantragt. Mit diesem Mordanschlag erreicht die importierte Gewalt eine neue Qualität. Es ist offengesagt eine Schande, dass die politisch Verantwortlichen in diesem Land dafür lediglich dürre Pflichtübungen und abgedroschene Phrasen übrig haben. Bundespräsident Steinmeier erreicht einen neuen Gipfel der Geschmacklosigkeit, wenn er den Messermord von Mannheim zum Anlass nimmt, vor der, ich zitiere, Verrohung der politischen Auseinandersetzung und der wachsenden Gewaltbereitschaft in unserem Land, Zitat Ende, zu warnen. Ich muss dazu sagen, dass ein islamistischer Terroranschlag keine politische Auseinandersetzung ist. Und es ist auch blanker Hohn für die Bürger, die unter dem durch die Massenmigration verursachten Verlust der Sicherheit im öffentlichen Raum zu leiden haben. Gleiches gilt für die Gleichsetzung der Grölereien auf Sylt mit dem Anschlag in Mannheim durch Grün-Chefin Ricarda Lang. Beides ist gleichermaßen eine Bedrohung der Freiheit, behauptet die Grün-Chefin. Das ist eine ungeheuerliche Entgleisung und eine Verhöhnung der Opfer. Worte können allerdings weder dem heintückisch erstochenen Jungfamilienvater und Polizeibeamten wieder lebendig machen, noch die Trauer seiner Angehörigen stillen, noch den Bürgern ihre Freiheit und Sicherheit im öffentlichen Raum wiedergeben. Der mörderische Messeanschlag von Mannheim ist ein Fanal. Wie viele Menschen sollen noch sterben oder schwer verletzt werden? Es muss endlich gehandelt werden. Was wir brauchen, ist eine Migrationswende in Deutschland."
43, Minor Reverse Mo coming who pl90gаков
44," Heute im AfD-Klüngelkalender, Robert ist Trump-Fan. Hallo Robert, was hörst du dir denn da an? Das ist so ein neuer Song, ich finde den voll gut. Aber weißt du denn nicht, woher der stammt, Robert? Nein, ich bin so beschäftigt mit der Zerstörung, Rettung der deutschen Wirtschaft, da habe ich nicht auch noch Zeit, sowas zu recherchieren. Das ist der Wahlkampfsong von Donald Trump. Hättest du mir das nicht gleich sagen können, jetzt brauche ich ein neues Radio und dann so ein rechtsextremes Gedudel kommt mir nicht ins Haus. Und was sollten die Menschen machen, die sich nicht länger von solch arrogantem Geschwätz beirren lassen? Die sollten die AfD wählen. Du kannst nicht genug bekommen vom AfD-Klüngelkalender? Dann jetzt Kanal abonnieren und jeden Morgen ein neues Türchen öffnen."
45," Warum sollten sich die Russen der Gefahr hingeben, dass eine deutsche Rakete die russische Hauptstadt Moskau erreicht? Sie werden präventiv handeln. Und da wird die erste Rakete möglicherweise nicht in Kiew flanken, sondern in Berlin. Und darüber müssen sich diese kriegsbesoffenen Entscheidungsträger hier, die überhaupt gar keine Ahnung haben, in was für eine Gefahr sie dieses Land begeben, müssen sich daran messen lassen. Und darum ist Taurus, das überhaupt zu diskutieren, nicht nur unglaublich dumm, es ist fahrlässig und setzt Deutschland und alle unsere Nachbarn einer erheblichen, erhöhten, riskanten Kriegsgefahr aus."
46," Liebe Freunde, herzlich willkommen zurück zu meinem Format Vitals Contra. Wir gehen hier voll in den Wahlkampf rein und deswegen gibt es das jetzt wieder. Kürzer, nur noch eine Minute, vielleicht anderthalb Minuten lang, extra für euch und darum starten wir mit Nancy Faeser. Nancy Faeser hat angekündigt, dass es eine abstrakt hohe Bedrohungslage und daher Grund zu großer Wachsamkeit gibt auf unseren Weihnachtsmärkten. Können wir uns auch daran erinnern, wie das damals war? Wir konnten unbeschwert Glühwein trinken, Kinder Zuckerwatte essen, Karussell fahren. Diese Zeiten sind vorbei, dank der Masseneinwanderung in den letzten zehn Jahren. Und hier sagt der Verfassungsschutz, dass unsere Weihnachtsmärkte ideologisch ein ideologisch geeignetes Ziel für islamistisch motivierte Personen seien. Frau Faeser sagt, ein konsequentes Handeln ist erforderlich. Ich kann einfach nur sagen, das einzig konsequente Handeln wäre, diese Menschen konsequent abzuschieben und unsere Grenzen konsequent zu kontrollieren und diese Menschen gar nicht erst reinzulassen. Und darum wird die AfD nächste Woche wieder einen Antrag einbringen zur konsequenten Kontrolle unserer Grenzen. Klimi forbid Und anschauen."
47," Ungarn ist das Bollwerk gegen illegale Migration. Und wir als Alternative für Deutschland, wir wollen ebenfalls keine illegale Migration mehr in unserem Land haben. Unser Land leidet, die Menschen leiden in unserem Land unter illegaler Migration, unter importierter Kriminalität."
48, Ich habe schon zwei Kinder.
49," Ein Staat, der die Kontrolle über sein Territorium und den Zugang dazu aufgibt, ist kein Staat mehr. Die Schließung der deutschen Grenzen für illegale Einwanderer ist weder unmöglich noch verstößig gegen europäisches Recht. Denn ohne klar umrissene Grenzen gibt es weder eine freiheitlich offene Gesellschaft noch Schutz von Recht und Eigentum, weder einen solidarischen Sozialstaat noch Demokratie. Deshalb am 23. Februar AfD."
50," Dass wir für die Landesverteidigung ertüchtigt werden, wir sind nun nicht mehr zur Landesverteidigung fähig. Und wir müssen erst einmal den Investitionsbedarf ausrechnen, was wir investieren müssen für die Ertüchtigung der Bundeswehr. Und da habe ich Frau Maischberger noch nicht eine seriöse Zahl von Seiten der Bundesregierung gehört. Und deswegen kann man das auch seriös so an dieser Stelle nicht sagen."
51," Jeden Tag sehen Sie in Deutschland von Messerattacken, von Vergewaltigung, von Rohheitsdelikten, von Morden, von Schlägereien. Das muss sofort aufhören. Und wenn die AfD in der Regierung ist, dann wird es sofort aufhören. Die Leute werden an Tag 1 abgeschoben. Wir hätten diese ganze Migrationsdebatte überhaupt nicht, wenn die AfD in der Verantwortung gewesen wäre die letzten 10 Jahre. Die CDU hat die Grenzen geöffnet, die Leute hier gelassen. Und die innere Sicherheit erodiert in unseren Großstädten. Überall erodiert die innere Sicherheit. Aber dass die Union und auch Friedrich Merz nicht gerade die Schlausten sind, das haben sie in den letzten Jahren bewiesen. Und das beweisen sie vor allen Dingen in diesem Wahlkampf."
52," Dieser Antrag mit den fünf Forderungen ist, was die Forderung anbelangt, von der AfD abgeschrieben. Zur Wahrheit gehört dazu, dass die CDU genau diese Forderung sieben Jahre lang von uns abgelehnt hat. So, das ist Fakt. Wir werden auch dem Zustrom-Begrenzungsgesetz am Freitag zustimmen und den Antrag morgen, weil das unterscheidet uns als AfD von der Union. Aber das heißt, die unterscheiden auch, sie sind fremdenfeindlich. Uns geht es um dieses Land, dass endlich etwas getan wird. Und uns sind diese Parteitaktierereien von der CDU herzlich egal. Hauptsache, es wird etwas gemacht. Die Menschen verlangen politische Lösungen. Wir haben hier einen kompletten Kontrollverlust über unsere Grenzen, über die innere Sicherheit."
53," Call him Mr. Raider, call him Mr. Wrong, call him Mr. Babe Call him Mr. Raider, call him Mr. Wrong, call him Mr."
54," Ihre verantwortungslosen und infantilen Manöver werden uns nicht davon abhalten, das Richtige zu tun und jeder vernünftigen Initiative zuzustimmen. So haben wir es immer gehalten. Applaus Denn das Wohl des Landes und seiner Bürger hat bei uns immer Vorrang vor egoistischer Parteitaktik. Und das unterscheidet uns von der Union. Applaus"
55," Asyl heißt Schutz auf Zeit. Nicht für immer. Doch seit zehn Jahren ist es in Deutschland Praxis, Menschen bleiben zu lassen, selbst wenn der Fluchtgrund längst entfallen ist. Ob unter der Ampel oder der zuvor regierenden CDU. Mit uns endet dieser Wahnsinn, dieses Chaos. Wir setzen auf Hilfe vor Ort, nicht auf Migrationsanreize. Wer Schutz sucht, soll in der Region bleiben und wer hier ist, muss zurückkehren, sobald es möglich ist. Klar und fair für alle. Deshalb am 23. Februar mit beiden Stimmen Alternative für Deutschland."
56," Ohne Grenze kein Staat. Die Grenzen müssen geschlossen werden. Sie müssen unbedingt geschlossen werden. Illegale Migranten müssen abgewiesen werden. Und wer sich unberechtigt hier aufhält, muss abgeschoben werden. Und kriminelle Terroristen und Straftäter haben in unserem Land nichts zu suchen. Sie müssen abgeschoben werden. Deshalb am 23. Februar AfD."
57," Es ist ja keine mutmaßliche Attacke, sondern es ist eine Terrorattacke. Da ist jemand vorsätzlich, ein Afghane, in eine Menschenmenge hineingefahren, hat viele Menschen verletzt. Und es ist immer wieder das gleiche Schema, was wir hören. Und zwar, dass ein abgelehntes Asylant, dieser Afghane, nach Deutschland gekommen ist, ein Asylantrag abgelehnt wurde, er einen Duldungsstatus bekommen hat, der Mann ist ja seit 2016 in Deutschland, seitdem Sozialleistungen bezieht, weil er einen Duldungsstatus erhalten hat, mehrfach straffällig wurde und nicht abgeschoben wurde. Also die Frage, muss sich die hiesige Politik stellen, vor allen Dingen Markus Söder, erstmal, was hat der Mann überhaupt hier verloren? Und ich kann Ihnen sagen, mit einer AfD-geführten Regierung wäre der Mann überhaupt gar nicht ins Land gekommen. Und er wäre schon lange nicht mehr hier. Und dementsprechend verstehe ich überhaupt nicht dieses Politikversagen und immer wieder das Gleiche. Die Leute haben, glaube ich, die Nase voll. Sie wollen Lösungen haben, sie wollen gesicherte Grenzen. Sie wollen eine konsequente Durchsetzung von Recht und Gesetz haben, also die Abschiebung von Illegalen als auch von Straftätern. Und darum hatte eigentlich der Mann überhaupt gar nichts mehr verloren. Und mit der AfD wäre er auch nicht mehr hier gewesen."
58," Das ist ja überhaupt gar kein vernünftiger Journalismus mehr zur Information der Bürger, sondern das, was sie hier machen, kampagnenartig, das ist seit Potsdam und das wurde ja auch jetzt gerichtlich nachgewiesen, das ist übelster Aktivismus, Steuergeld finanziert. Da müssen sich wirklich einige Journalisten oder Aktivisten, ich weigere mich jetzt auch das Wort zu benutzen, Aktivisten in Grund- und Bodenschämen, sich da auch mit gemein zu machen. Aber eben, die Anreize sind eben so gesetzt, aber das Schlimme ist, wie die ganz normalen Bürger hier verarscht werden sollen, um es mal so auf gut Deutsch zu sagen. Die Ampel macht so eine desolate Politik, eine katastrophale Politik für die Bundesrepublik Deutschland. Ich sehe nicht einen kritischen Artikel, um mir einfach mal die Wirtschaftsdaten niederzuschreiben, wie Deutschland im internationalen Vergleich abschmiert. PISA-Studien zurückgefallen, unkontrollierte Zuwanderungspolitik, überbordende Steuer- und Sozialabgaben, dann galoppierende Inflation, Kaufkraftverluste, die Erosion der inneren Sicherheit, das alles ist Ausfluss der Regierung Merkel, ein ubiquitärer Rechtsbruch. Hier wurde das Grundgesetz gebrochen, das Asylrecht, nichts davon. So, und die Leute, die diese Politik betrieben haben, die sind doch ihrerseits Verfassungsbrecher. Das wird nicht einmal thematisiert. Wo bleiben sie, die Menschen einfach mal aufzuklären? Und das, was Deutschland gerade erlebt, das ist die schlechteste Politik, die diese Bundesrepublik historisch jemals hatte. Wird nicht einmal thematisiert. Vielen Dank."
59," Der Appell an euch alle, geht von Tür zu Tür, überzeugt eure Familien, eure Freunde, überzeugt die Menschen von der Alternative für Deutschland. Wir müssen stark werden, wir müssen dieses Land wieder groß machen, wir müssen dieses Land wieder frei machen, denn dieses Land hat es verdient. Deutschland ist großartig und die Alternative für Deutschland ist dafür da, dieses Land zu schützen und wieder groß und stolz zu machen. Liebe Freunde, lasst uns dafür gemeinsam kämpfen. Vielen herzlichen Dank."
60," Willkommen beim großen AfD-Klüngelkalender. Heute Kochen mit Annalena. Annalena, welches Weihnachtsessen gibt es denn bei dir dieses Jahr? Ich weiß gar nicht, was du mit Weihnachtsessen meinst. Wir feiern bei uns das Listerbaumfest. Und zu essen gibt es was aus Südaferika. Oh, das klingt aber spannend. Was kommt denn da rein? Also man braucht etwa 300 Gramm vegetarischen Schinken und ein paar Süßtarkoffeln. Das kommt dann für 360 Minuten in den Packofen. Wenn alles gut geht, hat man dann ein leckeres Lichterbaumfestessen. Und wie nennt man das Gericht? Das ist der Bacon of Hope. Alice, was sollen denn die Menschen machen, die lieber Weihnachten feiern und ein traditionelles Weihnachtsessen zubereiten? Die sollten die AfD wählen. Du kannst nicht genug bekommen vom AfD-Klüngelkalender? Dann abonniere jetzt den Kanal und höre jeden Morgen um 9 Uhr die neueste Folge. Ich lande erstens好好 nicht zu einemし たiva. Wie ist das DNA? Ein Ding, den PiA war père, ein Form Tom für ولا Feier Beingplayisse. Derwheel, einengage das Sprinkle her. Das ist die Frage meiner Weiteren. Am Teil oft? Nein.ρ面isen ανα instrumentation. staying två zwei W Billas im Zweck.Plus wakes etwasulative gemacht. Finde Dich"
61," Friedrich Merz will nur mit den Stimmen der SPD und mit den Grünen zum Kanzler gewählt werden. Und glauben Sie etwa, dass damit ein Politikwechsel möglich wird? Auf keinen Fall. Ein echter Politikwechsel ist nur mit der Alternative für Deutschland möglich. Und dementsprechend gilt es für die nächste Bundestagswahl, alle Stimmen auf die Alternative für Deutschland für einen echten Politikwechsel."
62, Die Menschen in diesem Land wollen vor allen Dingen eins. Sie wollen Freiheit. Sie wollen bürgerliche Freiheit. Möglich sein wird das nur mit uns in der Regierungsverantwortung.
63," Uns geht es nicht um Parteien, uns geht es um dieses Land. Wir haben einem Antrag zugestimmt, der aus unserer Sicht in die richtige Richtung weist. Ein Antrag ist natürlich noch lange kein Gesetz, also es ist rein deklaratorisch. Aber die Forderungen sind übernommen und zwar von uns. Das sind die Forderungen, die wir sieben Jahre lang im Bundestag stellen."
64," Willkommen beim großen AfD-Klüngelkalender. Auch in diesem Jahr öffnet sich jeden Tag ein neues Türchen. Heute Robert ist der Gröwitz. Robert, was ist denn mit dir los? Du bist ja ganz aufgelöst. Mich hat einer als Schwachkopf bezeichnet. Als Schwarzkopf? Das ist doch nicht schlimm. Nein, als Schwachkopf. Kannst du dir das vorstellen? Nein! Wie kann man nur auf so eine Idee kommen? Du bist doch der Gröwitz aller Zeiten! Was ist ein Gröwitz? Der größte Witz? Ich meine Wirtschaftsminister aller Zeiten. Und was sollen die Menschen machen, die Robert nicht für den größten Wirtschaftsminister aller Zeiten halten, Alis? Die sollten die AfD wählen. Du kannst nicht genug bekommen vom AfD-Klüngelkalender? Dann abonniere jetzt den Kanal und höre jeden Morgen um 9 Uhr die neueste Folge."
65," Streichung des Bürgergelds für ausländische Staatsbürger, die nie in die Sozialkassen eingezahlt haben. Sach statt Geldleistung ist die Devise. Aber rationale Argumente erreichen Sie schon gar nicht mehr. Sie können Deutschland nicht gut regieren, und Sie wollen es nicht. Sie richten es zugrunde. Und ich sage Ihnen auch warum. Weil Sie ihr eigenes Land, weil Sie Deutschland hassen. Diese Regierung hasst Deutschland. Akzeptieren Sie wenigstens die Möglichkeit eines demokratischen Machtwechsels, und machen Sie den Weg frei für Neuwahlen."
66," Unsere Hand ist ausgestreckt, das liegt an der Union. Also wir haben keine aus meiner Sicht undemokratischen Brandmauern eingezogen, dass wir Millionen von Wählern von vornherein ausschließen. Das ist seitens der Union so gemacht worden. Aber es ist auch nachteilhaft für die Union selbst, weil sie sich einzementiert in Koalitionen mit Linken. Schauen wir in die ostdeutschen Bundesländer, beispielsweise in Thüringen, dort zusammen mit BSW und mit den ganzen linken Parteien dort eingegangen zu sein. Das heißt, Sie glauben, Friedrich, Sie glauben, Friedrich oder Eesus with den deutschen tollen Konrad었gren,AREολine Ich Farewell Aruba Ab Deputary Besonder Tschüss"
67," Ich halte es grundsätzlich für ungerecht, dass Renteneinkommen überhaupt besteuert werden. Dementsprechend setzen wir die Freibeträge hoch, dass Rentnern deutlich mehr bleibt. Es ist ungerecht, was den Rentnern in Deutschland geschieht. Sie haben viel zu wenig Geld. Und im Übrigen finde ich es auch ungerecht, dass beispielsweise Beamte, Politiker, nicht in die erste Säule, in das Umlageverfahren wie alle, also in die gesetzliche, einzahlen müssen. Das ist im Übrigen auch Programmbestandteil der AfD, dass wir alle, ich als Politikerin, alle Beamten, in die gleiche Kasse einzahlen müssen. Weil sie können niemandem mehr erklären. Und es ist unfair und es ist auch im Übrigen nicht mehr finanzierbar. Das sind ja auch Kostenpunkte an Verbindlichkeiten in der Zukunft, wenn die ganzen Beamten und Politiker in die Rente gehen. Das sind ja richtig Kosten. Es ist, nur ganz kurz, es ist ungerecht, nur einfach um eine Relation aufzumachen, dass Politiker im Bundestag, die eine Legislatur dort sitzen, genauso, also vier Jahre, genauso viel Rente, also Pension bekommen, wie jemand, der über 40 Jahre gearbeitet hat. Und das darf nicht sein. Und darum müssen Beamte und Politiker auch in die gesetzliche einzahlen. Wir müssen dieses System unbedingt verändern, weil auch Politiker nicht die gleichen Anreize haben, wie die arbeitende Bevölkerung. Und das ist grundsätzlich falsch. Politiker sollen mit eins..."
68," Ein funktionierendes Deutschland hätte eine eigene starke Währung, die sicherstellt, dass das von den Bürgern erarbeitete Volksvermögen im Lande bleibt und seinen Wert behält. Wir hätten eine eigene unabhängige Zentralbank, die eben für eine vernünftige Geldpolitik sorgt und unsere Kaufkraft nicht dahinschmelzen lässt und auch nicht in das Ausland umverteilt. Deshalb am 23. Februar AfD."
69," Als Bundeskanzlerin Deutschlands werde ich die Sicherheit und die Interessen der einheimischen Bevölkerung wieder zur wichtigsten Aufgabe machen. Illegale im Land oder ohne Papiere werden zurückgeschickt und wir senden ein ganz klares Signal an die Welt, die Grenzen Deutschlands sind ab jetzt wieder geschlossen und kontrolliert. Am 23. Februar mit beiden Stimmen Alternative für Deutschland, für ein sicheres Deutschland. Am 23. Februar mit beiden Stimmen Alternative für Deutschland."
